job_id,meta_industry,clean_requirements
3756135061,Healthcare and Medical,"[""Work assigned shifts with overtime"",""Stand or sit for extended periods"",""See with/without lenses, distinguish colors"",""Hear audible alarms up to 150 feet"",""Lift/carry 50 lbs (manufacturing) or 30 lbs (admin)""]"
3697365509,Miscellaneous,"[""Bachelor's in Engineering"",""Materials Science/Engineering"",""Chemical"",""Thin""]"
3755585495,Miscellaneous,"[""Oversees key relationships with Engineers, Architects, Designers, Design-build Mechanicals, Real Estate Management firms, Commercial Developers, and Owners"",""Manages active high-profile project pipeline and SOW growth targets for the top strategic Commercial specifiers (Engineers, A&D, RE Managers, Developers, and Owners)"",""Positions products against competitors by providing differentiated and achievable solutions"",""Coordinates and implements presentations to assist in selecting products and obtaining approval of KOHLER brands for Commercial project specifications"",""Evaluates project market trends, maintains an in-depth understanding of competitors’ products and project pricing strategy"",""Identifies and recommends appropriate promotional and support material required to enhance the image of KOHLER within the Commercial market"",""Ensures that Kohler is connected throughout the project process from Design to Construction, requiring the engagement of the local sales team with distribution, contractors, G.C’s, and Developers"",""Works collaboratively with local teams in various markets to coordinate client relationship opportunities to secure specifications, quotations, and orders"",""Establishes regional relationships, participates in industry events, and drives local sales team engagement with key industry organizations, including ASPE, ASHE, NFMT, AMFP, Healthcare Facilities, UA, and others identified to be influential to the growth of KOHLER Commercial"",""Prepares and maintains required reports and forms related to daily sales activities, expenses, correspondence, etc.""]"
3701199792,Miscellaneous,"[""DVM"",""Advanced degrees"",""Experience in swine veterinary medicine"",""Communication skills"",""Travel availability"",""US Driver's license"",""US Passport""]"
3757406750,Healthcare and Medical,"[""Endoscopy support"",""Room preparation for Endoscopy procedures"",""General assistance and supportive tasks"",""Direct and indirect patient care"",""Psychosocial, physical and general care"",""Communication facilitation with patients and families"",""Initiative and responsibility"",""Maintenance of regulatory requirements and healthcare standards"",""Physician and team communication"",""Reporting patient clinical changes and diagnostic results""]"
3757407612,Healthcare and Medical,"[""Nursing degree"",""State license or eligibility"",""BLSACLS certification within 6 months"",""Moderate Sedation certification within 6 months"",""PALS certification preferred""]"
3757411515,Healthcare and Medical,"[""Bachelors degree (unspecified field)""]"
3748821660,Real Estate and Construction,"[""Cold calling"",""Email communication"",""Customer relationship management (CRM)"",""Social media marketing"",""Content creation"",""Content scheduling"",""Social media analytics"",""Microsoft Office Suite"",""Salesforce"",""Facebook"",""Instagram"",""Twitter"",""LinkedIn""]"
3756796109,Retail and Consumer Goods,"[""Bachelor's degree"",""5+ years relevant experience"",""Project management experience"",""Smartsheet"",""Microsoft suite (Excel and PowerPoint)"",""Airtable"",""Communication skills"",""Organizational skills"",""Leadership skills"",""Time management skills"",""Critical thinking skills"",""Woof Gang culture and core values alignment""]"
3693058744,Services,"[""Bachelor's degree in Finance, Business Administration, Human Resources"",""Master's degree (CFA, SHRM-CP)"",""Experience in financial analysis, budgeting, workforce planning"",""Strong background with Excel"",""Strong understanding of staffing and resource allocation concepts"",""Proficiency in financial modeling, analysis"",""Excellent analytical skills"",""Advanced proficiency in financial software, spreadsheet tools"",""Strong communication skills"",""Detail-oriented and organized"",""Collaborative mindset"",""Knowledge of labor laws, HR best practices""]"
3693062038,Services,"[""Data analytics software"",""Forecasting techniques"",""Industry best practices""]"
3690841300,Services,"[""Handle high temperatures"",""Stand for extended periods"",""Lift up to 25 pounds"",""Demonstrate saunas"",""Bend, kneel, squat""]"
3749344783,Technology,"[""High dosage tutoring methodology"",""DOJ and FBI fingerprints"",""US residency and work eligibility"",""10+ hours per week tutoring availability"",""Adaptable teaching approach"",""Algebra knowledge"",""Strong English communication skills"",""4-year degree""]"
3694113481,Services,"[""Programming"",""Design charrettes"",""Plan development"",""Manage project team"",""Coordinate with consultants"",""Generate construction documents"",""Perform construction administration tasks"",""Pay application review"",""Site visits"",""Change orders""]"
3757447897,Services,"[""Bachelor's degree (Accounting or Finance)"",""5+ years accounting experience"",""Overseeing financial operations and teams"",""Analytical and problem-solving skills"",""Communication abilities"",""Managing multiple locations and job sites""]"
3757453052,Services,"[""Bachelor's or Master's in Accounting"",""CPA certification or eligibility"",""5+ years tax-related public accounting experience"",""Personnel management experience"",""Analytical and critical thinking skills""]"
3757466246,Services,"[""Bachelor's in Accounting or Finance"",""5+ years lean manufacturing"",""ERP systems"",""Financial software"",""Accounting principles"",""Financial analysis"",""Communication skills"",""Teamwork""]"
3757468073,Services,"[""Bachelor's degree in Accounting or Finance"",""CPA certification"",""2+ years accounting experience"",""Accounting software"",""Microsoft Excel"",""Analytical and problem-solving abilities"",""Detail and accuracy"",""Communication and interpersonal skills"",""Teamwork"",""Meeting deadlines""]"
3755558470,Retail and Consumer Goods,"[""Communication skills"", ""Interpersonal skills"",
 ""Multitasking"", ""Prioritization"", ""Problem-solving"",
 ""Microsoft Office"", ""Google Suite"",
 ""Dispatch experience"", ""Transportation of goods experience"",
 ""High school diploma or equivalent"",
 ""Independent work"", ""Remote work"",
 ""Reliable internet"", ""Computer or laptop""]
"
3757458677,Manufacturing,"[""Vehicle maintenance and repair"",""Oil changes"",""Brake repairs"",""Suspension work"",""Diagnostic and troubleshooting"",""Specialized tools and equipment"",""Team-oriented mindset"",""Communication and customer service"",""ASE certification"",""High school diploma or equivalent""]"
3757485228,Services,"[""Standing"",""Speaking"",""Walking"",""Driving"",""Sitting"",""Lifting up to 15 lbs"",""Client interaction""]"
3757488122,Services,"[""Electronic Medical Records systems"",""CRM"",""functional medicine"",""anti-aging"",""bio-identical hormones"",""diet"",""nutrition""]"
3755582818,Technology,"[""Linux Administration"",""Bash shell scripting"",""Linux operating systems"",""Windows operating systems"",""Analytical skills"",""Troubleshooting skills"",""Technical communication"",""Documentation skills"",""Collaboration"",""Task management""]"
3757449974,Real Estate and Construction,"[""US Citizen"",""Aged 18 or older"",""Males registered or exempt Selective Service"",""Suitable for federal employment"",""Pass E-Verify employment verification""]"
3757471900,Real Estate and Construction,"[""Bachelor's Degree in Engineering""]"
3757474003,Real Estate and Construction,"[""Bachelor's Degree""]"
3757474048,Real Estate and Construction,"[""Design accounting systems"",""Develop accounting systems"",""Operate accounting systems"",""Inspect accounting systems"",""Prescribe accounting standards"",""Prescribe accounting policies"",""Prescribe accounting requirements"",""Examine accounting data"",""Analyze accounting data"",""Interpret accounting data"",""Interpret accounting records"",""Interpret accounting reports"",""Advise management on accounting matters"",""Advise management on financial management matters"",""Assist management on accounting matters"",""Assist management on financial management matters""]"
3757499632,Real Estate and Construction,"[""Master’s degree in civil, mechanical, or structural engineering "",""PhD in civil, mechanical, or structural engineering""]"
3757710331,Real Estate and Construction,"[""Electrical engineering"",""Engineering analysis"",""Technical mentorship"",""Project planning"",""Power systems expertise"",""Microgrid operation and maintenance""]"
3757714797,Real Estate and Construction,"[""Bachelor's Degree', 'Business courses']""]"
3697386012,Education and Training,"[""True Colors"",""Hollands Code"",""O*Net"",""PSAT"",""SAT""]"
3701312788,Real Estate and Construction,[]
3701313760,Real Estate and Construction,"[""Follow Welding Procedure Specifications (WPS)"",""Perform flat (1F), horizontal (2F), vertical (3F), and overhead (4F) fillet welds"",""Inspect own welds for Quality requirements"",""Follow safety rules and practices"",""Perform other duties as assigned""]"
3701314751,Real Estate and Construction,"[""5+ years diesel mechanic experience"",""Heavy equipment mechanics in construction or mining environment"",""General Maintenance"",""Lubrication"",""Welding"",""Hydraulics"",""Drive Trains"",""Diagnostics"",""Welding experience"",""MSHA certification"",""Ability to read and interpret documents manual and labels"",""Ability to fill out all paperwork associated with job""]"
3701315609,Real Estate and Construction,"[""6 months to 1 year related construction, industrial experience""]"
3701315610,Real Estate and Construction,"[""Adhere to MSHA safety requirements"",""Adhere to company safety policies"",""Meet adverse weather conditions (heat, cold, rain, wet, dry, dusty)"",""Work overtime as needed"",""Work Saturdays as needed"",""Stand, walk, sit for extended periods"",""Grip, climb, reach, shovel, squat, crawl, pull, push"",""Bend and lift up to 80 pounds""]"
3701317295,Real Estate and Construction,"[""Equipment operation"",""Machinery operation"",""Safety procedures compliance"",""Equipment inspection"",""Equipment repair reporting"",""Equipment monitoring"",""Troubleshooting"",""Scheduling of mechanical issues"",""Loading schedule review"",""Workflow optimization"",""Process improvement"",""Equipment performance analysis"",""Quality control"",""Workspace enhancement"",""Warehouse cleanliness""]"
3701317311,Real Estate and Construction,"[""Follow Welding Procedure Specifications (WPS)"",""Perform flat (1F) fillet welds"",""Perform horizontal (2F) fillet welds"",""Perform vertical (3F) fillet welds"",""Perform overhead (4F) fillet welds"",""Perform flat (1G) groove welds"",""Perform horizontal (2G) groove welds"",""Perform vertical (3G) groove welds"",""Perform overhead (4G) groove welds"",""Inspect own welds"",""Follow safety rules and practices"",""Perform other duties as assigned""]"
3701318184,Real Estate and Construction,"[""C&F Experience (3-5 years)"",""Jib crane operation"",""Grinder operation"",""Air hammer operation"",""Gauge operation"",""Knowledge of casting specifications"",""Regular attendance"",""Teamwork"",""Similar job experience"",""College degree or equivalent"",""Second shift availability""]"
3757460898,Real Estate and Construction,"[""1+ years electrical experience"",""Electrical control principles"",""Electrical schematics"",""Troubleshooting electrical applications"",""Manufacturing or production experience""]"
3757461860,Real Estate and Construction,"[""1+ year of experience"",""High school diploma""]"
3757758060,Real Estate and Construction,"[""MSHA safety requirements"",""Company safety policies"",""Adverse weather conditions (heat, cold, rain)"",""Air conditioning (limited)"",""Physical ability (standing, walking, sitting, gripping, climbing, reaching, shoveling, squatting, crawling, pulling, pushing, bending, lifting)"",""Lifting up to 80 pounds""]"
3755101775,Healthcare and Medical,"[""Supervise financial reporting functions"",""Provide technical accounting guidance"",""Establish revenue recognition policies"",""Lead budgeting and forecasting"",""Ensure compliance with financial, legal, and regulatory requirements"",""Manage cash balances and produce cash forecasts"",""Develop performance measures and KPIs"",""Perform financial review and analysis"",""Support CFO and senior leadership with data preparation"",""Evaluate acquisition targets, consolidations, and integrations"",""Develop financial models for strategic initiatives"",""Provide technical accounting expertise for complex transactions"",""Serve as primary point of contact for audits and tax return preparation"",""Monitor risk management policies"",""Analyze and improve accounting processes"",""Identify and implement new software systems"",""Build and scale the finance team"",""Attract, hire, and retain high-performing professionals"",""Coach and manage direct reports""]"
3693047968,Services,"[""Bachelor's degree in Electrical Engineering"",""5+ years of electrical engineering experience in a manufacturing environment"",""PLC or HMI programming experience with Rockwell suite of products (Allen-Bradley)"",""Project Management skills"",""Communication skills (verbal, written, presentation)"",""Database systems (SQL Server 2012)"",""Networked system design and configuration"",""480 VAC power distribution"",""4160V motors and controls"",""AutoCAD"",""Wonderware application programming and support experience""]"
3693596710,Miscellaneous,"[""Quality Control and Quality Assurance procedures and processes"",
 ""Strong analytical and problem-solving skills"",
 ""Six Sigma"",
 ""Lean"",
 ""Effective communication"",
 ""Collaborative work style"",
 ""Knowledge of safety regulations and procedures"",
 ""Bachelor's degree in Engineering, Quality Management, or related field preferred"",
 ""5+ years of experience in Quality Assurance/Quality Control preferred""]
"
3697362062,Services,"[""HS Diploma / GED"",""2 years of work experience (equivalent)"",""Office environment experience""]"
3697363054,Services,"[""Manufacturing"",""Wood products"",""Building materials""]"
3699400903,Services,"[""Wood Products Manufacturing"",""Building Materials Distribution""]"
3699403674,Services,[]
3699404512,Services,"[""Manufacturing wood products"",""Distributing building materials"",""Engineering wood products"",""Plywood production"",""Wholesale distribution of building materials""]"
3755576935,Services,[]
3755578912,Services,"[""Class A CDL license"",""Boise Cascade Truck Driving Certification""]"
3756900702,Healthcare and Medical,"[""Monitor schedule and organize patient flow"",""Accompany patients to exam room"",""Triage and collect patient history"",""Provide physical assessments"",""Schedule and obtain test results"",""Interpret and communicate test results"",""Perform or assist with in-office services and procedures"",""Manage patient charts"",""Prepare charts in EMR"",""Enter refill requests in EMR"",""Maintain exam rooms"",""Provide patient information"",""Answer emails and voicemails"",""Handle information requests"",""Comply with HIPAA"",""Participate in staff meetings"",""Cross train and perform other office functions""]"
3756906496,Healthcare and Medical,"[""Assists patient care"",""Explains procedures to patients"",""Provides emotional and physical support to patients"",""Sets up equipment"",""Assists physicians"",""Takes vital signs"",""Places medical devices on patients"",""Collects specimens"",""Reports patient findings"",""Cleans and maintains equipment"",""Ensures adequate medical supplies"",""Reports broken equipment"",""Follows infection control procedures"",""Supports policies and procedures"",""Makes post-procedure phone calls"",""Documents information"",""Follows written and verbal instructions"",""Assists with admissions and discharges"",""Cross-trains in other areas"",""Expands skills to include minor procedures and data entry"",""Completes required trainings"",""Performs additional assigned duties""]"
3757485830,Manufacturing,"[""health insurance"",""dental insurance"",""vision insurance"",""stock options"",""work from home"",""flexible scheduling"",""professional development opportunities"",""9 paid holidays"",""15 days PTO"",""home office setup support for remote employees"",""swag bag with branded clothing""]"
3757486659,Manufacturing,"[""work from home"",""flexible scheduling"",""professional development opportunities"",""9 paid holidays"",""15 days PTO"",""home office setup support (remote employees)"",""welcome “swag bag” with branded clothing""]"
3757488378,Manufacturing,"[""Sales policies implementation"",""Sales plan execution"",""Communications coordination"",""Market research"",""Competitor analysis"",""Sales strategies development"",""Distribution strategies implementation"",""Channel selling management"",""Sales team management"",""Account managers communication"",""Product knowledge dissemination"",""Customer relationship building"",""Retail manager relationships""]"
3757701716,Healthcare and Medical,"[""On-site presence Tuesday, Wednesday and Monday or Thursday"",""Remote work on Fridays""]"
3757701719,Healthcare and Medical,"[""market assessment"",""disease state strategy"",""product clinical development"",""product strategy"",""market development"",""thought leader engagement"",""competitive dynamics"",""issues management"",""forecasting"",""opportunity valuations"",""resource requirements"",""launch strategy""]"
3757450445,Financial and Investment,[]
3749354662,Services,"[""College Degree"",""CPCU, AIC, or PTC"",""5+ years' complex property loss claims experience"",""Strong communication skills"",""Attention to detail"",""Analytical and mathematical skills"",""Interpersonal skills"",""Property claim law knowledge"",""Investigative and conflict resolution abilities"",""Time management and organizational skills"",""License and clean driving record"",""Overnight travel capability"",""Flexible hours"",""PC/laptop skills"",""Xactimate and/or Simbility""]"
3749356491,Services,"[""College Degree"",""Completion of Crawford and Company Basic Property Class"",""Continuing Education"",""Valid Driver's License with Clean Driving Record"",""Continuing Education Requirements"",""Good Verbal and Written Communication"",""Attention to Detail"",""Analytical and Mathematical Ability"",""Time Management and Organizational Skills"",""Interpersonal Skills"",""Ability to Handle Challenging Situations with Tact and Diplomacy""]"
3701187566,Manufacturing,"[""Agricultural and EcoCore markets"",""fungicides"",""herbicides "",""insecticides""]"
3108036575,Real Estate and Construction,"[""MS Word"",""MS Excel"",""PowerPoint"",""MS Project"",""Company CRM/Project Management software"",""Google Gmail and suite"",""Smartphones"",""Tablets"",""Residential Construction Experience"",""Commercial Construction Experience"",""Residential Supervisory experience"",""Commercial Supervisory experience"",""Bachelors Degree""]"
3757467269,Government and Public Policy,"[""Top Secret Clearance with SCI, SAP/SAR"",""Scheduling Software""]"
3693580843,Transportation and Logistics,"[""Physical fitness"",""Lifting heavy objects"",""Warehouse experience"",""Equipment experience""]"
3693581726,Transportation and Logistics,"[""Negotiation "",""Bank deposits "",""Daily work logs"",""Labor and billing reports"",""Customer service "",""Associate supervision"",""Safety "",""Shift scheduling "",""Associate hiring and training"",""Data entry"",""payroll records""]"
3693582749,Transportation and Logistics,"[""Physical stamina"",""Strength (25-75lbs)"",""Materials handling"",""Warehouse experience"",""Equipment experience (training provided)""]"
3693584541,Transportation and Logistics,"[""Lift heavy materials (25-75 lbs)"",""Prior warehouse or equipment experience"",""Over 18 years old""]"
3693585505,Transportation and Logistics,"[""Strong work ethic"",""Fast-paced physical work"",""Lifting 25-75lbs"",""Warehouse experience"",""Equipment experience""]"
3693587168,Transportation and Logistics,"[""Strong work ethic"",""Physical fitness (specifically lifting 25-75lbs)"",""Prior warehouse and/or equipment experience, or willingness to train"",""Over 18 years of age"",""Ability to pass drug test and background check""]"
3694108932,Transportation and Logistics,"[""Lift and carry up to 25-75lbs"",""Warehouse and/or equipment experience""]"
3757481853,Healthcare and Medical,"[""English Language Fluency"",""1 year healthcare housekeeping experience "",""Floor care experience""]"
3757488076,Healthcare and Medical,"[""18 months ED RN experience"",""Current CA RN License"",""Current BLS, ACLS, PALS"",""Registered nursing degree"",""English proficiency"",""Interpersonal skills"",""Positive behaviors"",""Bachelor's degree in nursing"",""TNCC Certification""]"
3694112265,Education and Training,"[""Research and manage hospital affiliation agreements"",""Provide support in developing, renewing, or terminating contracts with clinical sites"",""Manage clinical partnerships to ensure student and clinical site satisfaction"",""Serve as point-of-contact for clinical faculty, students, and clinical partners"",""Identify and report concerns related to clinical experiences"",""Coordinate and attend healthcare-related events"",""Maintain knowledge of Chamberlain University's curriculum and programs"",""Participate in academic planning and scheduling for students"",""Monitor and manage compliance"",""Ensure completion of annual clinical site evaluations"",""Support students' journeys through consistent, timely, and proactive communication"",""CRM systems""]"
3749354239,Education and Training,"[""Master’s Degree in Nursing"",""Professional nurse licensure"",""2 years nursing experience in pediatrics"",""Teaching experience"",""Preparation to teach courses"",""Passion for teaching"",""Openness to teaching variety of courses"",""Maintenance of regulatory credentials"",""Excellent communication skills"",""Initiative"",""Prudent judgment"",""Demonstration of scholarship congruent with rank"",""Education and experience alignment with state regulations""]"
3749357034,Education and Training,[]
3756174185,Real Estate and Construction,"[""Pass drug screening"",""Work in outdoor elements"",""Climb, kneel, stoop, crouch, balance, squat, stand for long periods"",""Work on uneven or muddy ground"",""Lift up to 50 lbs."",""Reliable"",""Self-motivated"",""Results oriented"",""Adaptable"",""Team player"",""Accountable"",""Ethical"",""Innovative"",""Resilient"",""Builds relationships""]"
3757737311,Miscellaneous,"[""High School Diploma/GED"",""1+ years of heavy equipment operator experience"",""Read, write, and perform basic math"",""Work independently"",""Good communication and interpersonal skills"",""Maintain accurate records"",""Follow oral and written communication"",""Climb ladders or steps"",""Endure physical and outdoor work"",""Lift up to 50lbs"",""Work cooperatively with others"",""Work in an environment with dust, dirt, vibrations, and extreme weather""]"
3693065901,Services,"[""Chemical testing"",""Data entry""]"
3693065919,Services,"[""High school diploma or GED"",""Valid Driver’s License"",""Associates or bachelor’s degree""]"
3693065925,Services,"[""High school diploma or GED"",""1-3 years work experience"",""1-3 years tech experience"",""Driver’s license (CDL Class B or ability to obtain)"",""DOT physical"",""Forklift and pallet jack certification"",""Equipment repair and safety company certification (BEST, FAST, Advanced Refrigeration)"",""EPA Level 1 Refrigeration certification (preferred or ability to obtain)""]"
3693066818,Services,"[""Valid driver's license"",""Excellent driving record"",""Proof of insurance (50,000/100,000/50,000, $500 deductible)""]"
3693067662,Services,"[""HS diploma or GED"",""1-3 yrs work experience""]"
3693068185,Services,"[""Valid driver’s license"",""Clean 7-year Motor Vehicle Report"",""Commercial Driver’s License (Class A CDL) "",""D.O.T. physical""]"
3693068186,Services,"[""Valid instate driver’s license"",""Proof of insurance policy"",""Excellent driving history""]"
3693069157,Services,"[""PIT (Powered Industrial Truck) Certification"",""- Pallet Jack"",""- Single Forklift"",""- Double Forklift"",""- Scrubber""]"
3693070132,Services,"[""High school diploma"", ""GED""]"
3693070159,Services,"[""Forklift certification"",""Pallet jack certification"",""Switcher operation certification"",""Class A CDL"",""Logistics experience"",""Truck, trailer loading strategies"",""Weight distribution principles""]"
3694126059,Services,"[""High school diploma or GED"",""Valid Driver’s License"",""5 to 7 years of work experience (preferred)"",""Bachelor's degree (strongly preferred)""]"
3748835837,Services,"[""PIT Certification (Pallet Jack, Single Forklift, Double Forklift, Scrubber)""]"
3748840629,Services,"[""High school diploma or GED"",""0-1 years of work experience"",""Valid Driver's License""]"
3748842127,Services,"[""High school diploma or GED"",""PIT (Powered Industrial Truck) Certification: Pallet Jack""]"
3748842138,Services,"[""Valid driver's license"",""Insurance: Liability and property damage coverage of 50,000/100,000/50,000 with a deductible of 500 or less""]"
3749370961,Services,"[""High school diploma or GED"",""Work experience (up to 12 months)"",""Valid driver's license"",""Commercial Driver's License (CDL)"",""Department of Transportation (DOT) Physical"",""Forklift and pallet jack certification"",""Equipment repair and safety certification (BEST, FAST)""]"
3749371752,Services,"[""High school diploma or GED"",""0-1 years work experience"",""Valid Driver's License""]"
3749372711,Services,"[""High school diploma or GED"",""0-1 years of work experience"",""Valid Driver's License""]"
3701306830,Transportation and Logistics,"[""Bachelor's Degree: Business, Supply Chain, Materials Management, Engineering"",""10+ years experience in logistics/supply chain management"",""Experience in: Automotive, Warehousing, Logistics, 3PL"",""Experience in: Multi-plant/site management"",""Root cause analysis"",""Safety"",""Labor relations"",""Worker's compensation"",""Continuous Improvement and Lean Processing Principles"",""Third Party Services: Part Sequencing, JIT, Value-Added Assembly, Sub-Assembly, Kitting, Repack, Deconsolidation, Bulk and Small Lot Metering"",""Layered audits"",""ERP/WMS (SAP preferred)"",""Leadership skills"",""Operational launch/turnaround experience"",""Extensive travel required""]"
3756113512,Transportation and Logistics,"[""Javascript"",""SQL"",""Python"",""Java"",""React"",""Git""]"
3749353687,Education and Training,"[""SQL"",""Java"",""C#"",""Microsoft SQL Server"",""Oracle"",""BI tools"",""Tableau"",""Power BI""]"
3749355346,Education and Training,"[""Oral communication skills"",""Written communication skills"",""Independent working"",""Classroom teacher flexibility""]"
3749360025,Education and Training,"[""Oral communication skills"",""Written communication skills"",""Independent work"",""Flexibility"",""Essential duty satisfactory performance""]"
133196985,Services,"[""Prior auditing in financial services"",""Experience with risk modeling"",""Familiarity with SR 11-7"",""Documentation skills"",""Analytical thinking"",""Problem solving"",""Communication""]"
3749347598,Services,"[""LAN/WAN systems"",""Wireless systems"",""Network configuration"",""Network mapping"",""Policies and procedures"",""Disaster recovery""]"
3757931787,Education and Training,"[""Doctoral degree in: Strength and Conditioning, Human Performance, Exercise Physiology, Biomechanics, Kinesiology, or related areas"",""Ability to teach graduate and undergraduate courses"",""Mentor students"",""National certification from ACSM and/or NSCA (CSCS)"",""Demonstrated ability to teach: Strength and Conditioning, Biomechanics, and Research Methods/Statistics at undergraduate level"",""Teaching experience at collegiate level"",""Area of Specialty""]"
3757931788,Education and Training,"[""Lifting 50 pounds"",""Sitting"",""Squatting"",""Stooping"",""Bending"",""Standing"",""Walking"",""Talking"",""Hearing"",""Carrying"",""Kneeling"",""Writing""]"
3749345222,Services,"[""HS Diploma or equivalent"",""1-2 years experience"",""Reliable transportation"",""18 years of age or older"",""Legally authorized to work in the US"",""Experience in flooring/trim sales or building products sales "",""Experience in account management/development"",""Commitment to excellent customer service"",""Solid written and verbal communication skills"",""Competency in Microsoft Word, Excel, and Outlook"",""Ability to work comfortably in a fast-paced environment"",""Ability to learn new processes and assist other departments"",""Relationship building skills""]"
3693070690,Manufacturing,"[""Analytics, Finance, Data Management or other relevant discipline degree"",""8+ years of management/supervisory experience"",""Mastercard - APT, Tableau, SAP, or similar reporting and visualization tools"",""Microsoft Office Suite of PC software applications (Excel, PowerPoint)"",""Excellent analytical, diagnostic, and reporting skills"",""Excellent organizational, time management, and prioritization skills"",""Proven analytical, troubleshooting, decision-making, and problem-solving skills""]"
3701302279,Manufacturing,"[""Evaluate suppliers' production efficiencies"",
 ""Propose measures to increase throughput""]
"
3757734825,Manufacturing,"[""BFA Animation & Visual Effects"",""Entertainment Design"",""BSC in Transportation Design"",""Understanding of the CG pipeline & workflow""]"
3757911731,Manufacturing,"[""Technical fleet compliance reports coordination"",""Data collection"",""Data assembly"",""Data verification"",""Data validation""]"
3701158299,Services,"[""Background checks"",""Drug screens""]"
3701321539,Services,"[""4+ years experience supporting Land Mobile Radio/similar systems"",""Pass a background investigation"",""Public Trust clearance"",""Military/public safety radio experience"",""Technical Certification (FCC License, NABER License)"",""Motorola system training"",""Tower Climbing certifications""]"
3693053216,Services,"[""BLS/CPR certification""]"
3699061004,Retail and Consumer Goods,"[""Bachelor's degree in marketing, design and communications"",""Experience in digital content creation"",""Adobe Creative platforms"",""Copywriting skills""]"
3757464855,Services,"[""Bachelor's Degree in computer-related field"",""C# programming"",""Analyze and translate user requirements"",""Prepare detailed design/implementation documentation"",""Analytical reasoning"",""Logical problem-solving"",""ASP.NET"",""C#"",""HTML"",""CSS"",""JS"",""TSQL"",""Entity Framework"",""Bootstrap Framework"",""Create effective support documentation""]"
3757491010,Services,"[""Research emerging technologies"",""Recommend technological solutions"",""Create innovative solutions"",""Develop and communicate technical requirements"",""Collaborate with project and business managers"",""Create and provide project requirements"",""Guide third-party development and implementation"",""Develop and maintain project plans"",""Document business process improvements"",""Document user interface issues"",""Identify and mitigate technological risks"",""Analyze user requirements"",""Create user documentation"",""Participate in design and testing activities"",""Perform data validation"",""Document business processes, policies, and procedures""]"
3757456938,Services,[]
3757456968,Services,[]
3757456971,Services,[]
3757457614,Services,[]
3757457623,Services,"[""High school diploma"",""ServSafe certification"",""Food Handler's card"",""English language proficiency"",""Punctuality"",""COVID-19 Vaccination"",""Physical capabilities: lift/carry 50 pounds, push/pull 50 pounds, stand/sit/bend/walk for extended periods"",""Tolerance of food environment""]"
3757457624,Services,[]
3757457659,Services,[]
3757457662,Services,[]
3757458665,Services,[]
3757458671,Services,[]
3757458672,Services,[]
3757458710,Services,[]
3757458712,Services,[]
3757459182,Services,"[""Manage housekeeping, laundry, and floor care staff"",""Perform light housekeeper, heavy housekeeper, and laundry aide duties"",""Lead staff training and quality control"",""Coordinate project and program completion"",""Tour building and assess work quality"",""Maintain income, expenditure, supply, personnel, and equipment records"",""Communicate with building occupants and administrators"",""Use protective gear"",""Assist in training on safe use of cleaning solutions"",""Report equipment/cleaning product needs or malfunctions"",""Follow infection control and universal precautions"",""Assist in implementing training and quality control procedures"",""Arrive punctually"",""Respond to paging system promptly"",""Represent HCSG positively"",""Interact positively with residents and staff""]"
3757459183,Services,"[""High school diploma"",""ServSafe certification"",""Food Handler's card"",""English literacy"",""Punctuality"",""Compliance with COVID-19 Vaccination Policies"",""Physical ability: lift/carry up to 30 pounds, push/pull up to 50 pounds, stand, sit, bend, walk for extended periods"",""Ability to work around food and cleaning products"",""Residence in service area""]"
3757459221,Services,[]
3757459263,Services,[]
3757459268,Services,[]
3757460147,Services,"[""Manage and supervise staff"",""Perform light housekeeper, heavy housekeeper, and laundry aide duties"",""Lead staff training, quality control, and in-servicing"",""Coordinate and ensure timely completion of projects and programs"",""Assess work quality"",""Maintain income and expenditure, supplies, personnel, and equipment records"",""Communicate with building occupants, administrators, and staff"",""Utilize protective gear"",""Assist in training on safe cleaning practices"",""Report equipment/cleaning product needs and malfunctions"",""Follow safety, quality, and infection control guidelines"",""Implement training and quality control procedures"",""Be punctual and timely"",""Represent HCSG positively"",""Interact positively with residents, staff, and facility guests""]"
3757460148,Services,[]
3757460158,Services,[]
3757460163,Services,[]
3757460173,Services,[]
3757460177,Services,[]
3757460180,Services,[]
3757461146,Services,"[""High school diploma"",""Experience in food preparation"",""Current ServSafe certification"",""Food Handler's card"",""Speak, read, and write English"",""Attend work as scheduled and on time"",""Compliance with COVID-19 Vaccination Policies"",""Able to lift/carry 50 pounds"",""Able to push/pull 50 pounds"",""Able to stand, sit, bend, and walk for extended periods"",""Able to perform routine, repetitive tasks"",""Able to work around food and cleaning products""]"
3757461172,Services,[]
3757461175,Services,[]
3757461176,Services,[]
3757462120,Services,"[""Manage staff"",""Light housekeeper duties"",""Heavy housekeeper duties"",""Laundry aide duties"",""Training & Development"",""Quality control"",""In-servicing"",""Coordinates project completion"",""Maintains records"",""Acts as liaison"",""Communicates with occupants/administrators"",""Safety"",""Infection control"",""Universal precautions"",""Punctuality"",""Customer Experience"",""Resident Experience""]"
3757462128,Services,[]
3757462151,Services,"[""High school diploma"",""Food service training"",""ServSafe certification"",""Food Handler's card"",""English literacy"",""Punctuality"",""COVID-19 vaccination compliance"",""Physical fitness"",""Ability to work with food and cleaning products"",""Local residency""]"
3757462156,Services,[]
